type,country,region,lat,lon,price_usd,area_m2,floor,rooms,expenses,property_url
apartment,Argentina,Capital Federal,-34.6053948,-58.3922096,185000.0,124.0,,,,http://balvanera.properati.com.ar/e9jj_venta_departamento_balvanera
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6512387757,-58.6741488413,180000.0,140.0,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/ecoe_venta_casa_ituzaingo
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.411194,-58.614593,430000.0,20.0,,4.0,,http://rincon-de-milberg.properati.com.ar/10ube_venta_casa_tigre_baulera_suite_lavadero_parrilla_piscina_quincho_toilette_vestidor_vista_impecable_re-max-central
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4927764,-58.5287997,195000.0,90.0,7.0,,,http://martinez.properati.com.ar/zh3d_venta_departamentos_martinez_lima_900_baulera_lavadero_parrilla_piscina_terraza_toilette_garage_placard_aire-acondicionado_hussek-martinez
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4706458,-58.5162237,125000.0,65.0,3.0,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11crc_venta_departamentos_san-isidro_diego-palma_0_suite_solucion-inmobiliaria
apartment,Argentina,Capital Federal,-34.633449,-58.36955,125000.0,51.0,,3.0,,http://boca.properati.com.ar/yj5x_venta_departamentos_caballito_balcon_lavadero_luminoso_estrenar_pablo-di-lernia-negocios-inmobiliarios_91a
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.419784,-58.713873,180000.0,130.0,,3.0,,http://benavidez.properati.com.ar/wg9c_venta_casa_tigre
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4007573,-58.678006,150000.0,53.0,,,,http://benavidez.properati.com.ar/10329_venta_departamentos_benavidez_avenida-benavidez_700_gimnasio_jardin_parrilla_piscina_sum_luminoso_garage_amenities_santiago-propiedades_aop
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4120897,-58.5873474,350000.0,100.0,4.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11292_venta_departamentos_tigre_avenida-victorica_700_suite_lavadero_piscina_sum_toilette_vestidor_vista_tizado-acassuso
house,Argentina,Capital Federal,-34.60121,-58.41527,980000.0,530.0,,6.0,,http://almagro.properati.com.ar/11dvg_venta_casa_capital-federal_suite_hidromasaje_jardin_lavadero_parrilla_piscina_terraza_toilette_vestidor_re-max-liberty
apartment,Argentina,Capital Federal,-34.5888889,-58.4305556,46703.43,25.0,,,,http://palermo.properati.com.ar/e4uk_venta_departamento_palermo
apartment,Argentina,Capital Federal,-34.553811,-58.453759,135500.0,43.0,,2.0,,http://belgrano.properati.com.ar/vov4_venta_departamentos_belgrano
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.644789,-58.567171,116000.0,47.0,1.0,2.0,,http://ramos-mejia.properati.com.ar/uoes_venta_departamentos_la-matanza
apartment,Argentina,Capital Federal,-34.6031267,-58.4410494,95000.0,34.0,,1.0,,http://villa-crespo.properati.com.ar/12iw3_venta_departamentos_villa-crespo_balcon_baulera_hidromasaje_parrilla_piscina_terraza_luminoso_garage_amoblado_placard_aire-acondicionado_subte-linea-b_le-bleu
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4681723,-58.524828,88000.0,33.0,1.0,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/phpy_venta_departamentos_san-isidro_paz-general_1100
apartment,Argentina,Capital Federal,-34.5715462,-58.4832391,94000.0,35.0,,,,http://villa-urquiza.properati.com.ar/f1ao_venta_departamento_villa-urquiza
apartment,Argentina,Capital Federal,-34.6316459,-58.3629581,82000.0,73.0,,3.0,1900.0,http://boca.properati.com.ar/10ugr_venta_departamentos_boca_balcon_lavadero_sum_luminoso_garage_di-mitrio-inmobiliaria_d2r
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.321354,-58.8580563,229000.0,205.0,,,,http://escobar.properati.com.ar/11476_venta_casa_escobar_suite_lavadero_parrilla_piscina_toilette_vestidor_tenis_aire-acondicionado_bustamante-propiedades_be7
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6049,-58.56197,61900.0,38.0,,2.0,,http://caseros.properati.com.ar/10vq2_venta_departamentos_tres-de-febrero_terraza_garage_placard_re-max-acci-oacute-n
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.535675,-58.478284,183000.0,78.0,,3.0,,http://florida.properati.com.ar/ujax_venta_departamentos_florida
house,Argentina,Capital Federal,-34.589552,-58.493185,360000.0,180.0,,4.0,,http://agronomia.properati.com.ar/11ear_venta_casa_paternal_jardin_lavadero_terraza_toilette_luminoso_vista_garage_placard_re-max-acci-oacute-n
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5304233,-58.5243501,159000.0,103.0,,3.0,,http://munro.properati.com.ar/zvqc_venta_casa_munro_parrilla_patio_toilette_impecable_pastori-propiedades
apartment,Argentina,Capital Federal,-34.5699597626,-58.4309854928,350000.0,110.0,,3.0,4800.0,http://palermo.properati.com.ar/xiev_venta_departamentos_belgrano_balcon_baulera_suite_gimnasio_lavadero_piscina_terraza_toilette_vestidor_luminoso_dependencias_garage_amenities_aire-acondicionado
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6437674,-58.5836845,90000.0,42.0,2.0,2.0,,http://haedo.properati.com.ar/x51k_venta_departamentos_haedo
apartment,Argentina,Capital Federal,-34.6071014351,-58.4115412831,75000.0,3.0,,2.0,900.0,http://abasto.properati.com.ar/uwsd_venta_departamentos_abasto_anchorena-tomas-manuel-de-dr-_200
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.670047,-58.354933,96500.0,51.0,,2.0,,http://avellaneda.properati.com.ar/11g1c_venta_departamentos_avellaneda_balcon_lavadero_luminoso_impecable_placard_re-max-total-ii
apartment,Argentina,Capital Federal,-34.567026,-58.438361,150000.0,60.0,12.0,3.0,,http://palermo.properati.com.ar/10zgb_venta_departamentos_palermo_luminoso_re-max-oeste
apartment,Argentina,Capital Federal,-34.610635,-58.443855,176000.0,60.0,,3.0,,http://caballito.properati.com.ar/10b91_venta_departamentos_caballito_lavadero_garage_doble-circulacion_migliorisi-propiedades_cy1
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.658995,-58.5650802,300000.0,200.0,,6.0,,http://ramos-mejia.properati.com.ar/yp9c_venta_casa_ramos-mejia_coronel-brandsen_1200_balcon_jardin_patio_piscina_quincho_garage_placard_gustavo-piccione-propiedades_3lk
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4959635,-58.7882658,161272.04,66.0,,,,http://escobar.properati.com.ar/x6ey_venta_departamentos_escobar
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4936389,-58.4975185,254200.0,69.0,,3.0,4800.0,http://martinez.properati.com.ar/10frm_venta_departamentos_martinez_balcon_suite_luminoso_lujoso_garage_estrenar_reynolds-propiedades_c8g
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4979271449,-58.7086629868,130000.0,220.0,,,,http://los-polvorines.properati.com.ar/eg8j_venta_casa_los-polvorines
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.433301,-58.586118,111100.0,73.0,109.0,4.0,,http://tigre.properati.com.ar/y38v_venta_departamentos_tigre_balcon_suite_gimnasio_lavadero_piscina_terraza_garage_placard_re-max-data-house
apartment,Argentina,Capital Federal,-34.6243555704,-58.4080709784,70000.0,33.0,,,,http://san-cristobal.properati.com.ar/vlax_venta_departamentos_san-cristobal
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.600679,-58.558545,64390.0,47.0,,2.0,,http://caseros.properati.com.ar/yqej_venta_departamentos_tres-de-febrero_balcon_parrilla_patio_piscina_sum_placard_aire-acondicionado_re-max-liberty
apartment,Argentina,Capital Federal,-34.5972185,-58.3918557,108000.0,36.0,4.0,1.0,900.0,http://barrio-norte.properati.com.ar/w7sh_venta_departamentos_barrio-norte
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6362961888,-58.5870653973,135000.0,180.0,,,,http://haedo.properati.com.ar/npyr_venta_casa_haedo
house,Argentina,Bs.As. G.B.A. Zona Norte,-28.618977,-49.3392838,300000.0,188.0,,4.0,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/zko9_venta_casa_tigre_suite_lavadero_parrilla_piscina_toilette_vestidor_dependencias_garage_arq-victorino-de-la-plaza
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4715441,-58.8974063,515000.0,250.0,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/pkb3_venta_casa_pilar
apartment,Argentina,Capital Federal,-34.5602381374,-58.4436559523,185000.0,63.0,,3.0,,http://belgrano.properati.com.ar/xx13_venta_departamentos_belgrano_balcon_suite_gimnasio_lavadero_parrilla_piscina_terraza_lujoso_amenities_placard_lexinton-propiedades_cbn
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4835491,-58.498879,340000.0,207.0,,,,http://martinez.properati.com.ar/zgoc_venta_casa_martinez_repetto-domingo-s-_400_lavadero_parrilla_quincho_luminoso_dependencias_garage_pg-negocios-inmobiliarios
apartment,Argentina,Capital Federal,-34.5495227,-58.4692294,191000.0,47.0,,2.0,,http://nunez.properati.com.ar/10grq_venta_departamentos_nunez_balcon_suite_vestidor_garage_losa-radiante_meet-invest-re
apartment,Argentina,Capital Federal,-34.549461,-58.471556,179000.0,65.0,,3.0,,http://nunez.properati.com.ar/10mea_venta_departamentos_saavedra_balcon_lavadero_toilette_luminoso_impecable_re-max-total-v
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4549789,-58.8447075,129000.0,140.0,,3.0,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/7g05_venta_casa_pilar
apartment,Argentina,Capital Federal,-34.602358,-58.427074,159500.0,115.0,1.0,3.0,,http://almagro.properati.com.ar/11pgk_venta_departamentos_almagro_baulera_patio_luminoso_garage_losa-radiante_re-max-premium-ii
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4231839,-58.5735369,170000.0,89.0,3.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/12p62_venta_departamentos_tigre_saenz-pena_1200_balcon_suite_parrilla_terraza_placard_lencke-propiedades-martinez
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5028,-58.4945,153000.0,53.0,,2.0,,http://olivos.properati.com.ar/xhfl_venta_departamentos_olivos_balcon_gimnasio_sum_terraza_lujoso_garage_estrenar
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.649593,-58.575362,144693.05,97.0,,3.0,,http://ramos-mejia.properati.com.ar/zqxa_venta_departamentos_la-matanza_balcon_gimnasio_jardin_lavadero_parrilla_patio_piscina_terraza_luminoso_garage_amenities_placard_aire-acondicionado_estrenar_re-max-oeste
apartment,Argentina,Capital Federal,-34.5830691,-58.4481004,90000.0,43.0,,1.0,,http://palermo.properati.com.ar/y3om_venta_departamentos_palermo_balcon_piscina_deborah-sosa-inversiones-inmobiliarias_akn
apartment,Argentina,Capital Federal,-34.5620246,-58.4580944,180000.0,79.0,1.0,4.0,2200.0,http://belgrano.properati.com.ar/11w3w_venta_departamentos_belgrano_luminoso_fera-cancellieri-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4732069,-58.510603,155000.0,55.0,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/12raw_venta_departamentos_san-isidro_rivadavia_0_lavadero_luminoso_lujoso_garage_majo-arvas-propiedades-csi-5192
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6368404,-58.8685654,98654.35,100.0,,,,http://francisco-alvarez.properati.com.ar/uvk6_venta_casa_francisco-alvarez
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.6656318,-58.3547168,75000.0,47.0,,,,http://remedios-de-escalada.properati.com.ar/zm6z_venta_departamentos_remedios-de-escalada_balcon_baulera_parrilla_patio_quincho_sum_garage_estudio-estrada
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4786763,-58.5319515,370000.0,240.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/ngqh_venta_casa_bs-as-g-b-a-zona-norte_palma-diego_1300
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4465229,-58.6338743,360000.0,220.0,,,,http://nordelta.properati.com.ar/11rhh_venta_casa_nordelta_suite_lavadero_parrilla_toilette_vestidor_dependencias_faraoni-propiedades_ddp
apartment,Argentina,Capital Federal,-34.5545426,-58.4615875,360000.0,135.0,,4.0,,http://belgrano.properati.com.ar/12twe_venta_departamentos_belgrano_balcon_baulera_terraza_toilette_garage_impecable_subte-linea-d_zuker-propiedades_dkg
apartment,Argentina,Capital Federal,-34.6306674,-58.4534846,145000.0,50.0,,2.0,2500.0,http://caballito.properati.com.ar/y0aa_venta_departamentos_caballito_amenities_neturban
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5825722,-58.5431535,76000.0,40.0,6.0,2.0,,http://caseros.properati.com.ar/ur9i_venta_departamentos_caseros_belgrano_4500
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6664898524,-58.6705307668,60000.0,60.0,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/e8qh_venta_departamento_ituzaingo
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6082655,-58.6435115,80000.0,90.0,,,,http://villa-tesei.properati.com.ar/egie_venta_otro_villa-tesei
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5031479958,-58.4816869075,365000.0,95.0,,3.0,,http://olivos.properati.com.ar/10l7o_venta_departamentos_olivos_balcon_suite_gimnasio_parrilla_piscina_sum_terraza_vestidor_vista_garage_amoblado_impecable_nucifora-propiedades_cro
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6212320385,-58.8367195821,90000.0,100.0,,,,http://francisco-alvarez.properati.com.ar/113wm_venta_casa_francisco-alvarez_lavadero_garage_ramirez-mandatos-negocios-inmobiliarios
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.7990028828,-58.3992930704,230000.0,159.0,,5.0,,http://adrogue.properati.com.ar/11xhq_venta_casa_adrogue_suite_lavadero_parrilla_patio_quincho_vestidor_garage_placard_gazda-propiedades_cq0
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.9254241833,-57.9353423275,230000.0,190.0,,,,http://la-plata.properati.com.ar/12mnq_venta_casa_la-plata_dacal-bienes-raices_ahb
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4284257,-58.5734184,89750.0,50.0,2.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/p769_venta_departamentos_tigre_cazon-av-_900
apartment,Argentina,Capital Federal,-34.5786879,-58.4573579,88000.0,46.0,,1.0,,http://belgrano.properati.com.ar/xawj_venta_departamentos_bs-as-g-b-a-zona-norte
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6091935,-58.5584864,54243.58,35.0,3.0,2.0,,http://caseros.properati.com.ar/11vjr_venta_departamentos_caseros_balcon_baulera_parrilla_piscina_sum_terraza_toilette_electrogeno_garage_placard_aire-acondicionado_estrenar_pablo-yaryura-propiedades
apartment,Argentina,Capital Federal,-34.595346,-58.441408,276500.0,90.0,,4.0,,http://villa-crespo.properati.com.ar/12snw_venta_departamentos_villa-crespo_balcon_suite_gimnasio_parrilla_piscina_toilette_garage_amenities_placard_subte-linea-b_re-max-splendid
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6468383,-58.6760561,250000.0,200.0,,,,http://ituzaingo.properati.com.ar/ikji_venta_casa_ituzaingo
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.3879203741,-58.650079694,420000.0,104.0,,,,http://nordelta.properati.com.ar/10of2_venta_departamentos_nordelta_suite_gimnasio_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_vista_salaya-romera-nordelta
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.712179,-58.292856,95365.87,69.0,,3.0,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/wbpw_venta_departamentos_quilmes
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.411689,-58.843009,450000.0,264.0,,5.0,,http://haras-del-pilar-las-praderas-1-y-2.properati.com.ar/11o4c_venta_casa_haras-del-pilar-las-praderas-1-y-2_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_piscina_sum_toilette_vestidor_luminoso_vista_sauna_dependencias_garage_tenis_placard_aire-acondicionado_losa-radiante_re-max-bur-oacute
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.9226837699,-57.9367458603,78000.0,40.0,,3.0,950.0,http://la-plata.properati.com.ar/12faz_venta_departamentos_la-plata_luminoso_dacal-bienes-raices_ahb
apartment,Argentina,Capital Federal,-34.6235,-58.404180217,94905.48,42.0,,2.0,,http://san-cristobal.properati.com.ar/11d80_venta_departamentos_san-cristobal_garage_lone-lighthouse_d9p
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4481788,-58.5556425,110000.0,110.0,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/11oyy_venta_casa_san-fernando_arenales_1700_lavadero_patio_garage_dl-bienes-raices-lucas-desalvo-csi-5925
house,Argentina,Capital Federal,-34.5833862,-58.4412631,790000.0,270.0,,,,http://colegiales.properati.com.ar/szug_venta_casa_colegiales_cabrera-jose-a-_5900
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5124574436,-58.5090380712,215000.0,116.0,,3.0,,http://olivos.properati.com.ar/10mwe_venta_casa_olivos_toilette_garage_placard_estrenar_pastori-propiedades
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4714672812,-58.6982345581,510000.0,300.0,,4.0,,http://malvinas-argentinas.properati.com.ar/kmtv_venta_casa_malvinas-argentinas
apartment,Argentina,Capital Federal,-34.5719003943,-58.4744939153,183300.0,61.0,,2.0,,http://villa-urquiza.properati.com.ar/xx1j_venta_departamentos_villa-urquiza_parrilla_terraza_toilette_garage_lexinton-propiedades_cbn
apartment,Argentina,Capital Federal,-34.5631814,-58.4585617,75000.0,25.0,,1.0,,http://belgrano.properati.com.ar/yvvw_venta_departamentos_belgrano_balcon_luminoso_vardy-propiedades
apartment,Argentina,Capital Federal,-34.5888560251,-58.4087713338,450000.0,130.0,5.0,4.0,,http://palermo.properati.com.ar/ys05_venta_departamentos_palermo_arenales_3200_balcon_suite_hidromasaje_lavadero_toilette_luminoso_dependencias_garage_propiet_9ke
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.425087,-58.5796585,270000.0,145.0,,1.0,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/zz5f_venta_departamentos_marinas-golf-barrio-cerrado_balcon_suite_hidromasaje_parrilla_piscina_vista_sauna_lujoso_azul-propiedades
apartment,Argentina,Capital Federal,-34.5933706,-58.4422322,78100.0,35.0,,1.0,,http://villa-crespo.properati.com.ar/10j4d_venta_departamentos_villa-crespo_balcon_baulera_garage_migliorisi-propiedades_cy0
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6386279806,-58.5829639435,78000.0,44.0,2.0,2.0,,http://haedo.properati.com.ar/jthq_venta_departamento_haedo_doctor-luis-guemes_500
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6014626,-58.5636282,70000.0,43.0,3.0,3.0,,http://caseros.properati.com.ar/urak_venta_departamentos_caseros
apartment,Argentina,Capital Federal,-34.58751,-58.510665,146000.0,67.0,,2.0,,http://villa-devoto.properati.com.ar/11xsw_venta_departamentos_villa-devoto_balcon_parrilla_patio_terraza_toilette_lujoso_garage_placard_aire-acondicionado_devoto
apartment,Argentina,Capital Federal,-34.5840512,-58.4757726,78000.0,30.0,,1.0,,http://villa-urquiza.properati.com.ar/zf22_venta_departamentos_villa-urquiza_balcon_suite_lavadero_parrilla_sum_terraza_toilette_luminoso_garage_urbanuzprop_cnu
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5176593,-58.4754983,480000.0,103.0,14.0,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/rtqb_venta_departamentos_vicente-lopez_del-libertador-av-_1700
apartment,Argentina,Capital Federal,-34.5843603,-58.453461,125000.0,60.0,,2.0,,http://chacarita.properati.com.ar/11srm_venta_departamentos_chacarita_avenida-federico-lacroze_baulera_lavadero_parrilla_terraza_luminoso_re-max-central
apartment,Argentina,Capital Federal,-34.593335,-58.442214,76184.0,34.0,,1.0,,http://villa-crespo.properati.com.ar/oki2_venta_departamentos_villa-crespo_justo-juan-b-av-_2300
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.469076,-58.515488,480000.0,327.0,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/xgp6_venta_casa_san-isidro_maipu_100
apartment,Argentina,Capital Federal,-34.5758276,-58.4951948,80000.0,35.0,,1.0,,http://villa-urquiza.properati.com.ar/zsro_venta_departamentos_villa-urquiza_luminoso_garage_nucifora-propiedades_cro
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.48634,-58.546946,770000.0,354.0,,6.0,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/1198z_venta_casa_san-isidro_hidromasaje_jardin_lavadero_piscina_toilette_vestidor_luminoso_lujoso_garage_impecable_aire-acondicionado_lomas
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.43920187,-58.8571739097,56686.79,40.0,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/t20v_venta_departamentos_pilar
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5135625,-58.4881989,450000.0,150.0,,,,http://olivos.properati.com.ar/xdxk_venta_departamentos_olivos
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4981365,-58.5446467,295000.0,164.0,,,,http://martinez.properati.com.ar/12gge_venta_casa_martinez_eduardo-wilde_0_suite_parrilla_piscina_quincho_toilette_vestidor_luminoso_vista_placard_solimano-dal-pos-inmuebles-la-lucila
house,Argentina,Capital Federal,-34.5711415,-58.4736922,720000.0,370.0,,,,http://villa-urquiza.properati.com.ar/11kwk_venta_casa_villa-urquiza_suite_hidromasaje_parrilla_piscina_quincho_toilette_garage_barrera-y-asociados
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5343486531,-58.5194528362,167000.0,91.0,,3.0,,http://florida-oeste.properati.com.ar/12kwl_venta_casa_florida-oeste_lavadero_patio_terraza_daniel-a-fiorito-propiedades
apartment,Argentina,Capital Federal,-34.5872835,-58.3849325,560000.0,139.0,,5.0,,http://recoleta.properati.com.ar/11tu4_venta_departamentos_recoleta_suite_jardin_lavadero_terraza_dependencias_garage_tatana-latorre-lalong_cr9
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6587590399,-58.6901007889,124000.0,180.0,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/ecq8_venta_casa_ituzaingo
house,Argentina,Bs.As. G.B.A. Zona Oeste,-38.9273455,-67.9980779,125000.0,189.0,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/rsau_venta_casa_ituzaingo
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.895409,-58.025066,400000.0,220.0,,5.0,,http://manuel-b-gonnet-la-plata.properati.com.ar/oxaj_venta_casa_manuel-b-gonnet
apartment,Argentina,Capital Federal,-34.6088825,-58.3768414,57000.0,22.0,,1.0,1129.0,http://monserrat.properati.com.ar/10wtb_venta_departamentos_monserrat_placard_cabildo-500
apartment,Argentina,Capital Federal,-34.60615,-58.379495,84500.0,42.0,,,,http://san-nicolas.properati.com.ar/10oz5_venta_departamentos_san-nicolas_balcon_lavadero_luminoso_amoblado_amenities_placard_vaira-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4079114,-58.5918289,340000.0,105.0,6.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/12rdr_venta_departamentos_tigre_calle-tupac-amaru_1000_baulera_suite_lavadero_parrilla_piscina_terraza_toilette_vista_garage_fitte-q-propiedades
house,Argentina,Capital Federal,-34.640093,-58.508089,580000.0,389.0,,,,http://villa-luro.properati.com.ar/usm2_venta_casa_villa-luro
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5177936611,-58.4756925571,229373.0,49.0,2.0,,,http://vicente-lopez.properati.com.ar/10oat_venta_departamentos_vicente-lopez_balcon_amenities_salaya-romera-propiedades_d17
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5379932,-58.5029797,725000.0,130.0,,,,http://florida-oeste.properati.com.ar/ng3s_venta_casa_florida-oeste_santa-rosa_3300
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4853046,-58.4876129,410000.0,90.0,3.0,,,http://martinez.properati.com.ar/y3kx_venta_departamentos_martinez_avenida-del-libertador_13600_baulera_suite_lavadero_parrilla_piscina_terraza_vestidor_garage_amenities_losa-radiante_achaval-toribio-acassuso
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.6036844,-58.3815591,77000.0,36.0,1.0,,2000.0,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/wckh_venta_departamentos_tigre
house,Argentina,Bs.As. G.B.A. Zona Sur,-35.054354,-58.754164,140000.0,20.0,,2.0,,http://canuelas-canuelas.properati.com.ar/11woq_venta_casa_canuelas_lavadero_vestidor_luminoso_garage_amoblado_re-max-alianza
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4825743434,-58.5880050364,344468.0,81.0,,3.0,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11krl_venta_departamentos_san-isidro_vizora
apartment,Argentina,Capital Federal,-34.5663095,-58.4703235,93000.0,37.0,,2.0,1244.0,http://belgrano.properati.com.ar/yyfk_venta_departamentos_belgrano_garage_cabildo-500
apartment,Argentina,Capital Federal,-34.595916,-58.408314,93975.0,31.0,,1.0,,http://recoleta.properati.com.ar/114n4_venta_departamentos_recoleta_piscina_sum_terraza_garage_belgrano
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.6778199549,-58.4242591036,42000.0,60.0,2.0,4.0,,http://valentin-alsina.properati.com.ar/t2id_venta_departamentos_valentin-alsina
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5983185138,-58.5903118767,265000.0,335.0,,,,http://ciudad-jardin-lomas-del-palomar.properati.com.ar/g91r_venta_casa_ciudad-jardin-lomas-del-palomar
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.552783,-58.697548,54900.0,45.0,3.0,3.0,,http://muniz.properati.com.ar/11ofn_venta_departamentos_muniz_luminoso_re-max-life
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4941179,-58.4844125,1450000.0,427.0,,,,http://la-lucila.properati.com.ar/n1ku_venta_departamentos_la-lucila_del-libertador-av-_3800
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.882208377,-58.4981073116,360000.0,265.0,,,,http://esteban-echeverria.properati.com.ar/wwg6_venta_casa_esteban-echeverria
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4615459102,-58.8876094708,155000.0,111.0,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/p1jh_venta_casa_pilar
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.461099,-58.854135,147000.0,53.0,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/z1wy_venta_departamentos_tigre_balcon_baulera_suite_vestidor_garage_blanco-propiedades_3m6
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.667235,-58.7203613,75000.0,40.0,,2.0,500.0,http://merlo-bs-as-g-b-a-zona-oeste.properati.com.ar/rdvq_venta_departamentos_merlo
